ID,First Name,Last Name,Class Level,Desired Class,Credits,Points
24015008,Odysseus,Lindsey,Grad,COMP 110,11,30
81791384,Tanner,Frank,Grad,COMP 100,43,132
67107514,Uriah,Figueroa,Senior,COMP 182,124,380
89708708,Lewis,Noel,Senior,COMP 110,63,162
77437691,Rae,Estes,Sophomore,COMP 100,13,47
65198282,Dahlia,Pena,Sophomore,COMP 100,44,105
25110631,Martina,Mcguire,Freshman,COMP 110,2,7
68268340,Xenos,Cantrell,Sophomore,COMP 182,47,107
65440709,Malachi,Bruce,Sophomore,COMP 182,27,74
7658680,Bevis,May,Junior,COMP 110,32,8
70275966,Virginia,Griffin,Sophomore,COMP 182,63,87
67958726,Colleen,Ayers,Grad,COMP 182,65,47
34322890,Stella,Velazquez,Grad,COMP 110,176,296
97055843,Mercedes,Craft,Junior,COMP 182,86,231
58633145,Mollie,Peck,Sophomore,COMP 100,63,72
37473119,Sloane,Jarvis,Freshman,COMP 110,32,40
48483818,Richard,Skinner,Senior,COMP 182,17,66
82013508,Reagan,Savage,Junior,COMP 110,51,91
79842133,Sandra,Brooks,Senior,COMP 182,22,3
44314710,Octavia,Baker,Senior,COMP 110,159,173
30848109,Quail,Vazquez,Junior,COMP 110,83,308
83577267,MacKenzie,Smith,Senior,COMP 182,29,67
59672660,Elizabeth,Figueroa,Senior,COMP 110,110,340
26875822,Carter,West,Grad,COMP 182,21,27
78639157,Noelani,Kane,Freshman,COMP 110,13,26
33256855,Vladimir,Cooke,Sophomore,COMP 182,4,3
58523197,Quinn,Butler,Junior,COMP 110,59,167
78838186,Olga,Barrera,Senior,COMP 110,74,59
39557803,Aladdin,Wong,Sophomore,COMP 110,42,135
32264418,Casey,Hutchinson,Freshman,COMP 100,19,24
32154893,Evan,Owen,Senior,COMP 100,5,17
20840929,Zachery,Simon,Junior,COMP 100,102,75
85867557,Olga,Blackburn,Freshman,COMP 110,23,40
88481156,Cassandra,Justice,Senior,COMP 100,154,67
93642958,Maggy,Nixon,Freshman,COMP 100,1,2
94584616,Simone,Stone,Sophomore,COMP 110,61,83
35249569,Cara,Cruz,Grad,COMP 182,87,139
45492321,Wyatt,Brewer,Freshman,COMP 100,16,25
50903963,Yoko,Mason,Junior,COMP 100,78,139
36251866,Zenia,Maldonado,Grad,COMP 182,191,208
73404999,Denise,Cummings,Senior,COMP 110,7,15
54410025,Rebecca,Ramirez,Sophomore,COMP 110,2,2
88804542,Reed,Moody,Freshman,COMP 182,22,63
79242970,Bell,Sharp,Senior,COMP 100,157,607
14485216,Chaim,Boone,Senior,COMP 182,68,180
75450917,Jakeem,Mitchell,Grad,COMP 100,164,303
34062551,Sacha,Hansen,Freshman,COMP 110,25,35
65361483,Theodore,Cochran,Freshman,COMP 110,30,45
33177848,Kato,Mosley,Sophomore,COMP 182,21,78
25534289,Xenos,Holt,Freshman,COMP 182,33,17
83825236,Wyoming,Burks,Senior,COMP 100,16,57
55149532,Mohammad,Roth,Freshman,COMP 182,3,8
60529586,Kelsey,Carter,Junior,COMP 110,110,383
82309070,Cooper,Vincent,Sophomore,COMP 100,62,225
23230393,Lamar,Sanchez,Freshman,COMP 110,24,28
9358398,Catherine,Snider,Sophomore,COMP 182,16,32
39264645,Pascale,Mcgowan,Grad,COMP 100,32,121
8275691,Plato,Morgan,Senior,COMP 182,82,59
43815642,Reece,Horne,Grad,COMP 100,42,19
63460071,Rajah,Wilkinson,Junior,COMP 182,63,183
43285443,Adria,Gill,Junior,COMP 182,109,358
19577674,Wesley,Payne,Grad,COMP 182,85,80
68543050,Delilah,Alexander,Senior,COMP 182,135,74
91322665,Aaron,Stuart,Freshman,COMP 110,20,2
91106110,Abigail,Osborne,Junior,COMP 110,12,2
50255690,Norman,Wheeler,Grad,COMP 100,152,61
54530007,Marny,Maddox,Senior,COMP 100,114,409
10837075,Perry,Malone,Senior,COMP 182,9,19
67570382,Yuri,Browning,Senior,COMP 100,151,578
59453742,Wesley,Kline,Grad,COMP 110,120,204
6674399,Elijah,Barnett,Freshman,COMP 100,0,0
71273342,Yetta,Fields,Grad,COMP 100,74,92
22033247,Brittany,Webster,Freshman,COMP 182,32,2
91134362,Marcia,Holman,Grad,COMP 182,130,245
29672010,Colt,Spencer,Grad,COMP 100,100,393
64798796,Patience,Hyde,Freshman,COMP 110,36,102
96454460,James,Downs,Senior,COMP 100,109,310
56459386,Kaye,Parks,Freshman,COMP 110,26,26
5396171,Rina,Kirk,Freshman,COMP 182,24,41
14494890,Dylan,Schroeder,Sophomore,COMP 100,7,1
35382791,Tamekah,Coleman,Freshman,COMP 182,16,5
41460840,Jaime,Henry,Sophomore,COMP 100,6,14
41022905,Erica,Ray,Junior,COMP 182,12,44
84013595,Nomlanga,Benjamin,Grad,COMP 110,176,72
41581316,Kessie,Jacobson,Sophomore,COMP 100,44,122
76993233,Sebastian,Daniel,Grad,COMP 100,108,233
43237519,Malcolm,Mack,Sophomore,COMP 110,52,148
43478562,Anne,Sexton,Senior,COMP 100,84,324
26345526,Rigel,Montoya,Freshman,COMP 110,7,23
11385540,Daniel,Carroll,Sophomore,COMP 110,9,19
11295303,Stewart,Moon,Junior,COMP 110,46,123
13475490,Felix,Haley,Senior,COMP 110,142,345
50383838,Channing,Hammond,Junior,COMP 110,76,192
36323837,Haviva,Mcmahon,Grad,COMP 182,175,249
13962094,Colorado,Burns,Senior,COMP 100,16,42
66640463,Azalia,Chang,Junior,COMP 182,17,26
67312176,Carly,Brown,Junior,COMP 182,94,31
4454359,Belle,Beasley,Sophomore,COMP 110,62,63
99109802,Fuller,Ramsey,Senior,COMP 182,82,226
43458130,Desirae,Brady,Junior,COMP 100,59,188
11728412,Libby,Terrell,Senior,COMP 110,77,170
57669197,Kato,Atkins,Senior,COMP 182,17,66
27214002,Ursa,Valdez,Grad,COMP 110,194,110
58964681,Yvonne,Ayers,Freshman,COMP 100,20,53
71865460,Oprah,Pittman,Grad,COMP 110,158,621
90057856,Isaac,Alexander,Junior,COMP 100,8,31
68838365,Lana,Duffy,Sophomore,COMP 182,2,6
54696096,Chandler,Chang,Junior,COMP 110,38,31
96015345,Josiah,Stuart,Grad,COMP 100,99,86
59936369,Reuben,Sanford,Sophomore,COMP 110,57,91
42515809,Roanna,Hopkins,Sophomore,COMP 182,38,66
3175496,Faith,Lucas,Freshman,COMP 110,37,144
65065435,Madeline,Hayes,Senior,COMP 100,125,216
35433432,Rowan,Mcclure,Junior,COMP 182,9,19
2922893,Blythe,Barry,Freshman,COMP 100,34,135
71294529,Jakeem,Fox,Junior,COMP 100,119,390
8834352,Whitney,Mccall,Freshman,COMP 182,2,7
22714523,John,Adams,Freshman,COMP 110,14,5
34913316,Micah,Carpenter,Junior,COMP 182,50,109
51291512,Elton,Rocha,Sophomore,COMP 110,7,12
60924842,Robin,Holden,Freshman,COMP 182,33,69
78204094,Kylynn,Whitney,Senior,COMP 100,93,182
12855196,Jessamine,Solomon,Junior,COMP 110,77,233
84827215,Ciaran,Delacruz,Senior,COMP 100,119,373
92871774,Maile,Roberts,Freshman,COMP 100,15,47
55656979,Gary,Durham,Senior,COMP 182,46,20
39995016,Kay,Maynard,Freshman,COMP 182,24,86
98198716,Uta,Campos,Sophomore,COMP 100,52,175
91627773,Chancellor,Wheeler,Senior,COMP 182,77,223
55964231,Nola,Salazar,Senior,COMP 110,82,36
69771933,Eugenia,Jefferson,Senior,COMP 110,37,99
39036444,Jonas,Rhodes,Junior,COMP 100,74,254
13461351,Maxine,Mayer,Grad,COMP 110,163,157
70708464,Madeline,Cross,Senior,COMP 100,110,357
72841169,Gloria,Palmer,Freshman,COMP 100,6,2
39308348,Amaya,Baxter,Sophomore,COMP 182,32,59
64477440,Lucius,Richards,Junior,COMP 182,39,109
93147327,Brady,Buckley,Junior,COMP 182,11,40
37228030,Wynter,Baker,Freshman,COMP 182,39,18
61064186,Illana,Cross,Senior,COMP 182,63,111
8430844,Lydia,King,Grad,COMP 182,82,205
19403032,Breanna,Crawford,Freshman,COMP 100,14,43
12675396,Kasimir,Hobbs,Grad,COMP 100,74,24
96497686,Zephania,Bright,Junior,COMP 100,69,236
10205341,Tatiana,George,Junior,COMP 110,29,102
25083453,Shoshana,Rivers,Senior,COMP 110,154,338
86931720,Stephen,Mathis,Senior,COMP 110,135,406
73201675,Paula,Barker,Junior,COMP 100,114,168
1261779,Xanthus,Brewer,Junior,COMP 110,24,86
60386350,Imelda,Patterson,Freshman,COMP 100,35,33
51931609,Troy,Acosta,Senior,COMP 110,138,535
59009560,Dennis,Stevenson,Senior,COMP 110,18,35
57292124,Wing,Johns,Senior,COMP 110,125,359
78858221,Echo,Melton,Junior,COMP 110,54,35
77288076,Cassidy,Holder,Sophomore,COMP 182,1,1
2070198,Lisandra,Blankenship,Junior,COMP 110,91,100
51929041,Jolene,Oneal,Freshman,COMP 110,20,64
35305206,Barry,Strickland,Freshman,COMP 110,5,10
76718818,Jamalia,Kramer,Junior,COMP 110,3,6
6657947,Donovan,Holland,Grad,COMP 182,115,392
38549048,Zahir,Roberson,Freshman,COMP 182,12,11
19044625,Wynter,Soto,Grad,COMP 110,9,16
81416643,Merrill,Solomon,Senior,COMP 100,55,114
96570568,Mollie,Maddox,Sophomore,COMP 100,2,1
89533872,Dominic,Singleton,Freshman,COMP 182,28,36
30474408,Kenyon,Cox,Junior,COMP 182,76,150
78206605,Stacey,Norris,Senior,COMP 110,136,470
90890733,Rowan,Clark,Grad,COMP 110,32,30
29790227,Holmes,Patterson,Junior,COMP 110,117,9
51492889,Xander,James,Sophomore,COMP 110,26,3
98908846,Hilary,Williams,Grad,COMP 100,118,3
92190924,Audrey,Guzman,Junior,COMP 110,81,6
48810733,Kylynn,Nicholson,Sophomore,COMP 100,52,130
65648627,Madeline,Chandler,Grad,COMP 110,174,237
86139574,Sybil,Hudson,Senior,COMP 182,85,156
11235561,September,Crane,Junior,COMP 110,82,289
32833934,Shaine,Rowland,Freshman,COMP 110,29,48
23568654,Brielle,Nunez,Sophomore,COMP 182,5,17
28821276,Keegan,Stevens,Freshman,COMP 100,39,44
58561342,Raphael,Marquez,Senior,COMP 182,114,369
16580052,Zeph,Sosa,Junior,COMP 182,107,205
16202152,Stella,Macias,Grad,COMP 110,166,645
49562610,Fay,Larson,Junior,COMP 182,99,218
53052333,Kirestin,Barrett,Senior,COMP 100,81,86
58898419,Brett,Pacheco,Freshman,COMP 110,8,8
30084516,Rina,Allen,Sophomore,COMP 110,75,61
79828533,Cathleen,Christensen,Senior,COMP 100,29,53
54906029,Halee,Morse,Sophomore,COMP 182,19,75
82608094,Christen,Munoz,Grad,COMP 100,25,37
25545808,Nehru,Scott,Junior,COMP 182,21,19
35543528,Elizabeth,Irwin,Sophomore,COMP 110,59,33
44336109,Ginger,Richards,Freshman,COMP 182,28,45
7806142,Urielle,Adams,Junior,COMP 100,19,3
87028282,Jennifer,Oneil,Senior,COMP 100,82,104
44123060,Hamish,Holman,Sophomore,COMP 100,71,0
65898500,Kennan,Foley,Grad,COMP 182,74,164
4158188,Leigh,Cox,Senior,COMP 182,67,135
35406171,Jolie,Whitley,Grad,COMP 182,35,9
88243592,Elijah,Orr,Sophomore,COMP 182,30,21
85743275,Jada,Clay,Sophomore,COMP 110,9,9
45025943,Charlotte,Jacobs,Sophomore,COMP 182,31,102
96760168,Caryn,Gutierrez,Junior,COMP 100,13,31
70555431,Kennedy,Harrell,Freshman,COMP 110,18,59
77817281,Travis,Stokes,Freshman,COMP 182,37,99
58204200,Brianna,Jennings,Senior,COMP 100,56,75
60186670,Remedios,Oneil,Sophomore,COMP 100,44,19
5622135,Charles,Martin,Senior,COMP 100,107,236
67694849,Lucy,Payne,Sophomore,COMP 100,38,44
79640839,Carson,Crawford,Junior,COMP 100,39,146
75620819,Hunter,Hale,Junior,COMP 110,44,82
62688746,Naomi,Merrill,Freshman,COMP 182,23,40
72031036,Erasmus,Faulkner,Freshman,COMP 182,25,71
68586921,Joel,Vang,Grad,COMP 182,147,206
45633740,Shannon,Avila,Junior,COMP 182,66,72
81577398,Illiana,Ray,Grad,COMP 100,144,212
87930590,Gray,Ramirez,Freshman,COMP 182,34,127
69604359,Camilla,Maddox,Grad,COMP 110,81,309
38538918,Nichole,Sweet,Freshman,COMP 110,3,3
16657365,Dante,Deleon,Senior,COMP 110,143,528
54899389,Axel,Bentley,Junior,COMP 110,60,73
3055190,Adrienne,Herring,Freshman,COMP 110,20,35
89477312,Samantha,Webster,Sophomore,COMP 110,6,13
38979402,Scott,Craig,Junior,COMP 100,12,43
80201337,Shoshana,Floyd,Freshman,COMP 182,22,70
71615848,Charlotte,Frederick,Freshman,COMP 182,18,11
50418415,Kevin,Clayton,Grad,COMP 182,172,490
73981250,Sawyer,Mendoza,Junior,COMP 100,96,173
81860026,Evelyn,Frye,Grad,COMP 182,103,279
14400502,Josephine,Reese,Sophomore,COMP 110,33,44
56871582,Gwendolyn,Wagner,Grad,COMP 100,3,6
55852674,Rhiannon,Wood,Grad,COMP 182,196,285
11049667,Martina,Bridges,Senior,COMP 110,47,16
10432543,Marshall,Arnold,Senior,COMP 182,35,91
86379289,Devin,Pena,Sophomore,COMP 100,58,191
44154388,Cade,Page,Junior,COMP 182,100,257
21749357,Shaeleigh,Palmer,Freshman,COMP 182,6,23
55489694,Jin,Mcleod,Grad,COMP 182,68,57
329386,Gemma,Summers,Grad,COMP 110,105,233
76663419,Keane,Hendricks,Freshman,COMP 110,22,60
80825126,Savannah,Mathews,Grad,COMP 182,94,60
28480857,Ginger,Rodriquez,Grad,COMP 182,125,52
13072954,Troy,Sanders,Sophomore,COMP 100,46,86
89716859,Quon,Cummings,Junior,COMP 100,46,66
68286631,Chelsea,Mcintyre,Sophomore,COMP 182,6,14
63164006,Adena,Carr,Senior,COMP 182,82,275
36847563,Josephine,Summers,Sophomore,COMP 100,22,19
30480305,Thaddeus,Marsh,Senior,COMP 182,150,597
48334490,Rae,Wilkins,Sophomore,COMP 110,56,137
26654661,Chaney,Weaver,Junior,COMP 110,51,160
43292768,Preston,Rasmussen,Senior,COMP 100,136,36
40131028,Erica,Mcmahon,Junior,COMP 100,0,0
38421678,Daquan,William,Senior,COMP 110,16,48
13561030,Maite,Orr,Junior,COMP 110,68,242
85348111,Jakeem,Mayo,Sophomore,COMP 110,11,24
22222975,Ciaran,Witt,Sophomore,COMP 100,60,221
90059215,Tana,Hogan,Junior,COMP 110,52,188
15902582,Kelly,Lewis,Grad,COMP 100,46,114
17689208,Aiko,Sims,Senior,COMP 110,82,208
26426314,Hilda,Vincent,Junior,COMP 110,7,24
58199421,Hannah,Graham,Sophomore,COMP 182,68,146
99565935,Laura,Rich,Grad,COMP 110,183,323
15981679,Joan,Aguirre,Sophomore,COMP 110,0,0
98507706,Lillian,Curtis,Senior,COMP 182,69,78
31721569,Basil,Terrell,Sophomore,COMP 110,72,84
33626329,Kasimir,Gilmore,Senior,COMP 100,131,504
52623749,Avye,Hinton,Grad,COMP 100,193,232
94877497,Portia,Anthony,Freshman,COMP 100,7,5
42286560,Mercedes,Mcdowell,Junior,COMP 182,46,20
60880444,Mohammad,Bryant,Grad,COMP 182,140,489
23322436,Kaden,Cunningham,Grad,COMP 110,100,17
55124177,Blaine,Callahan,Grad,COMP 110,197,365
76821773,Rachel,Gomez,Freshman,COMP 110,13,51
96373658,Lavinia,Mendoza,Grad,COMP 110,88,16
37507308,Ivory,Kaufman,Junior,COMP 182,13,44
24960236,Bethany,Barry,Grad,COMP 182,165,215
40568924,Tanek,Guthrie,Freshman,COMP 182,13,37
57090037,Mufutau,Hoover,Junior,COMP 110,72,6
45386595,Abra,Garrett,Junior,COMP 182,106,114
20663387,Medge,Sampson,Junior,COMP 100,83,325
56644589,Remedios,Lindsay,Junior,COMP 110,18,8
64206627,Macey,Hood,Senior,COMP 110,93,114
90454251,Kuame,Maynard,Grad,COMP 100,134,17
7975392,Ulric,Willis,Sophomore,COMP 182,67,187
94189037,Audra,Mcmahon,Senior,COMP 110,39,75
17752694,Vance,Madden,Junior,COMP 110,50,57
99239272,Echo,Mcfadden,Sophomore,COMP 182,59,229
46207428,Lance,Horton,Freshman,COMP 110,17,42
44771184,Sean,Holland,Junior,COMP 182,3,3
47252297,Brian,Cannon,Sophomore,COMP 182,35,57
84251868,Gabriel,Knight,Junior,COMP 110,96,73
92589919,Dakota,Morrow,Sophomore,COMP 100,15,35
89956269,Steven,Ryan,Sophomore,COMP 182,78,11
45162914,Brennan,Mcconnell,Sophomore,COMP 100,66,143
73395324,Olga,Valenzuela,Junior,COMP 100,65,45
93296015,Odette,Clark,Sophomore,COMP 110,14,29
83866659,Lester,Edwards,Senior,COMP 182,12,16
47241047,Nash,Knowles,Junior,COMP 110,82,60
17933285,Ivy,Melendez,Junior,COMP 182,53,201
15313792,Slade,Hayes,Senior,COMP 110,92,62
59531195,Sigourney,Case,Senior,COMP 100,40,53
81190808,Brianna,George,Junior,COMP 182,76,78
68960633,Mira,Adams,Junior,COMP 110,105,289
51312141,Juliet,Good,Sophomore,COMP 100,27,90
8973710,Gemma,Gonzalez,Senior,COMP 100,149,11
25296754,Elliott,Hendrix,Junior,COMP 100,97,17
9490186,Lenore,Roach,Grad,COMP 100,120,449
24435519,Phelan,Barron,Grad,COMP 182,196,548
99931747,Constance,Meadows,Junior,COMP 100,41,114
24647928,Alexander,Jarvis,Sophomore,COMP 182,61,216
40488648,Jenna,Weeks,Senior,COMP 100,15,47
99087952,Marcia,Harding,Freshman,COMP 110,24,76
1307376,Virginia,Young,Grad,COMP 110,26,21
32169016,Ursa,Love,Freshman,COMP 100,24,43
50503240,Hyacinth,Pacheco,Senior,COMP 100,13,48
13932443,Regan,Holcomb,Sophomore,COMP 100,70,90
98126243,Plato,Silva,Junior,COMP 110,81,218
78322665,Jerome,Diaz,Junior,COMP 110,75,50
91464318,Hammett,Roman,Sophomore,COMP 110,31,43
92133939,Brody,Ingram,Junior,COMP 100,104,149
84952537,Signe,Moran,Sophomore,COMP 100,23,35
70256802,Rhoda,Brewer,Grad,COMP 110,33,2
7221742,Maxine,Melton,Sophomore,COMP 100,3,0
29621582,Mona,Terry,Sophomore,COMP 182,35,55
90650776,Harriet,Fox,Freshman,COMP 182,39,114
5921027,Nora,Mcclain,Sophomore,COMP 100,6,20
91446918,Cynthia,Baxter,Senior,COMP 100,70,31
89447827,Kieran,Rice,Grad,COMP 182,174,622
22280630,Alma,Anthony,Senior,COMP 182,131,21
88397411,Hamilton,Shields,Freshman,COMP 110,38,21
52941951,Zachery,Vazquez,Grad,COMP 100,117,95
7634969,Porter,Massey,Grad,COMP 100,126,135
29731109,Dacey,Terry,Senior,COMP 110,102,220
49949391,Octavia,Santos,Freshman,COMP 100,6,21
67239690,Barclay,Finley,Grad,COMP 182,193,356
72596289,Cedric,Mccormick,Junior,COMP 100,31,67
55573986,Adrian,Warner,Senior,COMP 100,53,34
29398668,Timothy,Moss,Grad,COMP 110,0,0
63120923,Reagan,Lee,Grad,COMP 110,163,612
32229223,Francesca,Mays,Sophomore,COMP 182,75,107
53507952,Kirby,Pitts,Freshman,COMP 100,26,83
99403948,Wilma,Mcneil,Senior,COMP 110,98,282
7382249,Amy,Armstrong,Sophomore,COMP 110,3,9
41092770,Britanni,Glover,Grad,COMP 110,145,193
42694498,Brandon,Irwin,Junior,COMP 100,59,235
55288622,Craig,Raymond,Junior,COMP 182,62,242
48006577,Keelie,Houston,Sophomore,COMP 110,73,181
97597761,Glenna,Russell,Freshman,COMP 182,5,18
5857036,Cullen,Leon,Freshman,COMP 100,31,89
65762116,Shad,Case,Senior,COMP 100,123,190
94192259,Shelly,Decker,Freshman,COMP 110,22,11
89449854,Blair,Key,Freshman,COMP 182,1,0
34364121,Giselle,Dixon,Freshman,COMP 182,29,58
81233621,Christen,Miller,Grad,COMP 182,30,100
49058863,Jermaine,Holden,Sophomore,COMP 182,59,165
32131477,Tyrone,Pugh,Senior,COMP 110,122,274
82397747,Raven,Oneal,Sophomore,COMP 182,21,77
47069701,Claire,Pena,Senior,COMP 100,83,102
26985197,Colt,Jensen,Senior,COMP 100,15,28
24722669,Silas,Ochoa,Senior,COMP 182,62,34
63009429,Merritt,Hess,Sophomore,COMP 110,31,96
84922719,Colleen,Mccarthy,Freshman,COMP 100,22,24
42646308,Kiayada,Mcdaniel,Junior,COMP 100,99,224
62795943,Vivian,Lopez,Sophomore,COMP 110,21,27
38776271,Hanna,Ayala,Senior,COMP 110,28,106
32699812,Daryl,Hurst,Grad,COMP 100,164,81
33928079,Jack,Hooper,Grad,COMP 100,0,0
30327554,Rhiannon,Burke,Junior,COMP 110,0,0
92873068,Giselle,Ramsey,Grad,COMP 100,10,35
77545062,Chastity,Frazier,Sophomore,COMP 100,58,157
29102088,Kelly,Rivas,Grad,COMP 110,149,549
74237879,Shellie,Levine,Sophomore,COMP 182,48,123
18168431,Susan,Stevenson,Sophomore,COMP 110,4,15
77901686,Shad,Irwin,Senior,COMP 100,137,133
18151156,Ora,Rush,Freshman,COMP 182,17,59
79018407,Hedley,Banks,Freshman,COMP 110,6,8
5839205,Keiko,Fisher,Grad,COMP 100,176,582
57215765,Lillian,Todd,Freshman,COMP 100,25,37
66838771,Celeste,Mclaughlin,Grad,COMP 110,79,199
33483533,Seth,Villarreal,Grad,COMP 110,25,67
33242349,Karleigh,Bowman,Freshman,COMP 100,1,1
21445558,Alana,Fuller,Freshman,COMP 110,31,18
60552641,Yoko,Dotson,Senior,COMP 110,1,3
61265728,Tate,Evans,Sophomore,COMP 110,23,62
81760574,Yardley,Ward,Freshman,COMP 182,32,79
980132,Adam,Alston,Freshman,COMP 182,11,27
78603779,Colleen,Rollins,Senior,COMP 110,21,79
31844141,Signe,Walters,Junior,COMP 100,31,111
36354590,Yvonne,Tyler,Senior,COMP 100,1,1
45835417,Kerry,Tucker,Freshman,COMP 182,6,3
76274847,Cairo,Cain,Grad,COMP 100,151,465
75083000,Anika,Faulkner,Freshman,COMP 100,1,0
33311082,Jocelyn,Simmons,Sophomore,COMP 110,47,111
28414708,Nichole,Meadows,Grad,COMP 182,88,276
59943695,Chelsea,Simpson,Freshman,COMP 110,30,49
28061867,Fay,Lopez,Senior,COMP 110,59,15
7341942,Charissa,Adkins,Sophomore,COMP 100,35,71
50057128,Nevada,Madden,Senior,COMP 182,81,172
96298156,Garrison,Young,Sophomore,COMP 182,29,41
51022937,Daquan,Estes,Freshman,COMP 182,13,48
97527128,Xerxes,Barlow,Grad,COMP 110,163,27
36980299,Colt,Joseph,Sophomore,COMP 100,9,23
24211625,Jana,Hooper,Senior,COMP 110,51,41
23869524,Katelyn,Webster,Grad,COMP 100,121,312
58564687,Graham,Rose,Junior,COMP 110,53,64
47953059,Miranda,Solis,Junior,COMP 100,21,38
68341273,Kelly,Solomon,Freshman,COMP 100,11,40
33790362,Rajah,Cardenas,Junior,COMP 110,61,106
9119067,Rose,Aguilar,Junior,COMP 100,94,356
2651112,Gil,Walter,Junior,COMP 110,36,11
8958305,Mikayla,Whitaker,Freshman,COMP 100,10,8
54037818,Kessie,Church,Junior,COMP 100,49,91
91606585,Thomas,Blanchard,Grad,COMP 182,198,316
76047934,Karyn,Case,Grad,COMP 182,94,156
3539138,Aretha,Flores,Grad,COMP 110,145,283
66274692,Zeus,Douglas,Sophomore,COMP 182,29,63
90555435,Andrew,Burke,Senior,COMP 110,28,28
41183633,Walter,Whitehead,Senior,COMP 110,12,42
47788969,Piper,Elliott,Senior,COMP 100,107,391
73384481,Alec,Duke,Freshman,COMP 100,36,106
82474934,Belle,Sutton,Grad,COMP 100,18,54
37026392,Tucker,Jacobs,Grad,COMP 100,42,163
94934801,Bernard,Guerra,Freshman,COMP 110,16,28
25639383,Ori,Flynn,Freshman,COMP 110,34,17
26251119,Kasper,Wade,Grad,COMP 182,18,70
67647961,Astra,Bennett,Grad,COMP 110,27,14
87522072,Geraldine,Keller,Junior,COMP 100,69,177
62556475,Emily,Vang,Sophomore,COMP 100,74,290
58774341,Amanda,Fitzpatrick,Junior,COMP 182,87,67
1015859,Kitra,Mcintosh,Grad,COMP 110,140,272
26923613,Reagan,Levine,Freshman,COMP 110,2,3
21601431,Justin,Head,Freshman,COMP 182,33,30
86195110,Thaddeus,Le,Senior,COMP 182,43,141
13250350,Hanae,Chandler,Grad,COMP 182,161,40
25381974,Asher,Hubbard,Grad,COMP 182,72,203
91579859,Samson,Hopkins,Freshman,COMP 100,13,14
83194128,Wayne,Duffy,Grad,COMP 110,77,18
44741244,Hyacinth,Ayala,Freshman,COMP 110,36,104
23281604,Hedy,Gay,Junior,COMP 182,1,0
4144365,Amelia,Kane,Sophomore,COMP 110,33,117
19278830,Leigh,Guerra,Senior,COMP 182,2,7
47371012,Olivia,Tanner,Grad,COMP 110,172,155
1971168,Keegan,Benson,Sophomore,COMP 110,70,202
92501914,Lucian,Fleming,Senior,COMP 182,0,0
4250937,Helen,Blackburn,Grad,COMP 100,74,120
62520364,Hanna,Lynch,Junior,COMP 110,35,78
6221705,Gabriel,Banks,Senior,COMP 110,121,388
94093006,Quyn,Walker,Grad,COMP 110,127,147
35342137,Dakota,Barker,Sophomore,COMP 110,73,23
63793990,Troy,Hinton,Freshman,COMP 182,17,17
12666697,Darrel,Jacobson,Senior,COMP 100,87,242
10635182,Melinda,Brown,Junior,COMP 182,81,171
9575728,Ariel,Duran,Junior,COMP 182,10,23
70244763,Aubrey,Webster,Senior,COMP 182,110,319
7662188,Evangeline,Whitney,Freshman,COMP 182,16,49
61135065,Priscilla,Shelton,Sophomore,COMP 110,40,142
80409701,Allegra,Larsen,Sophomore,COMP 110,11,33
29620607,Eugenia,Manning,Senior,COMP 100,32,10
38640580,Melyssa,Adkins,Grad,COMP 110,103,339
58995713,Kylie,Rice,Sophomore,COMP 182,74,195
28508683,Wayne,Wong,Senior,COMP 110,101,400
79492185,Mason,Barker,Sophomore,COMP 100,37,52
27647641,Hunter,Blankenship,Freshman,COMP 182,5,5
92624571,Aidan,Conner,Senior,COMP 182,0,0
19127793,Stacey,Lamb,Sophomore,COMP 100,7,12
97039093,Ezra,Randolph,Sophomore,COMP 182,67,29
5063483,Olga,Gregory,Grad,COMP 110,39,59
20777714,Ella,Velasquez,Freshman,COMP 110,19,31
83901067,Fatima,Cervantes,Sophomore,COMP 100,79,288
7815307,Phillip,Compton,Grad,COMP 182,187,245
20538957,Allegra,Hughes,Grad,COMP 110,119,348
45458120,Keane,Beard,Grad,COMP 110,114,419
67253592,Shelley,Salinas,Grad,COMP 100,36,17
72405067,Malik,Erickson,Senior,COMP 110,73,198
9038606,Ahmed,Mullen,Freshman,COMP 100,16,60
11044007,Adria,Witt,Grad,COMP 100,195,529
52752682,Faith,Kemp,Junior,COMP 110,27,33
55625494,Mark,Mathis,Grad,COMP 182,24,63
88597220,Aubrey,Murphy,Senior,COMP 110,150,570
46328688,Sydney,Pratt,Freshman,COMP 100,26,90
53880379,Lila,Key,Freshman,COMP 110,1,1
32870165,Rhiannon,Leon,Junior,COMP 100,6,7
86389718,Kasimir,Ford,Freshman,COMP 110,30,18
55363136,Indira,Griffith,Grad,COMP 182,108,250
18754106,Griffin,Velez,Senior,COMP 100,13,20
40411355,Michelle,Bond,Freshman,COMP 182,36,87
51186728,Burke,Blackwell,Sophomore,COMP 110,63,142
27669262,Hannah,Foley,Junior,COMP 182,65,82
73599936,Simon,Hatfield,Sophomore,COMP 110,21,4
94504538,Kimberly,Alexander,Senior,COMP 100,149,6
32001046,Piper,Reilly,Sophomore,COMP 182,63,5
41729537,Otto,Gross,Freshman,COMP 110,13,45
1278988,Alea,Everett,Freshman,COMP 100,22,69
13714903,Dara,Hutchinson,Senior,COMP 110,156,473
41975738,Julie,Simpson,Junior,COMP 110,11,35
924907,Kevyn,Michael,Grad,COMP 182,4,14
